model,game_id,turn_number,guess,target_property,judgment
zai-org_GLM-5,15611,12,plant,plant,yes
zai-org_GLM-5,15790,5,trees,plant,no
zai-org_GLM-5,16096,8,is a plant (member of Kingdom Plantae),plant,yes
zai-org_GLM-5,16120,7,plants,plant,yes
zai-org_GLM-5,16152,6,are plants (members of kingdom Plantae),plant,yes
zai-org_GLM-5,16414,6,plants,plant,yes
zai-org_GLM-5,16467,3,trees,plant,no
zai-org_GLM-5,16469,14,names of plants,plant,no
zai-org_GLM-5,16864,9,are plants,plant,yes
zai-org_GLM-5,17047,14,plants,plant,yes
zai-org_GLM-5,17248,7,are plants,plant,yes
zai-org_GLM-5,17257,19,is a vascular plant (plant with xylem and phloem),plant,no
zai-org_GLM-5,17361,8,plants,plant,yes
zai-org_GLM-5,17775,7,flowering plants,plant,no
